B,G,R,Gray,Xb,Xg,Xr,H,S,V,L,a,b,pH
4.566985905614375,178.45704051300893,172.9505611035036,156.98713694432385,0.029091465673611695,1.1367621831099415,1.1016861920657948,30.922338933235366,248.46397915901275,178.483016599312,178.9383036638723,109.05848168063861,199.17523629805285,5.55
10.329022800830177,175.61430651708005,173.11668432485257,156.02499513795155,0.06620107753695256,1.1255523921779864,1.1095445583689278,30.475571230219202,240.0344310435746,176.10368015945585,176.94998621210144,110.62515299729564,197.91663884897656,5.70
9.169930423782416,180.49741302972802,174.51596457938015,159.1776269259962,0.05760816140352211,1.1339370771851227,1.096359883920841,30.94799493991145,242.0771347248577,180.5803099304238,180.7637191650854,108.81111321948134,199.1904996837445,5.70
6.905504195285765,178.31928849524502,173.72221758534178,157.4035928829886,0.04387132510005163,1.1328794040159225,1.1036737751881192,30.756143184685854,245.1269730608157,178.6969722261772,179.03451966555545,109.49870631035786,198.96000117831315,5.98
3.7101066908473532,177.03125,168.23018116221638,154.6411200802593,0.023991721535137577,1.1447876858892392,1.087874823170605,31.562181663837013,249.74380209137212,177.16401547306683,176.96654093995988,107.8727427072079,198.57567236456242,5.98
11.88909209025052,179.43200912768387,174.10890986412198,158.74050990561145,0.07489639599444327,1.1303479447960434,1.0968146062252713,30.873528079092036,238.20880122721493,179.82737104144036,179.9255263976766,109.26960514032723,198.50440825640496,6.05
3.71038217987091,171.43489503797363,163.65773827703458,149.98893070062914,0.024737706726349416,1.1429836471075965,1.0911321089666792,31.436401767352837,249.58331806242745,171.43682935271718,171.91588276016532,108.61256184716876,196.91079245820862,6.05
8.207343173431735,174.72065805658056,164.77985239852399,152.76583926814268,0.05372498991103483,1.143715498789632,1.0786433222763478,31.75857318573186,243.12627921279213,174.9038560885609,174.54173431734318,107.56345633456336,197.0507380073801,6.22
2.1606460920483155,168.19831324230069,159.22154152034494,146.58596444230713,0.01473978835742283,1.1474380503086956,1.0861990922944802,31.555029762746656,251.71740544821927,168.49071151755658,168.79187091090571,108.25632332081936,196.08377617121357,6.22
19.57517524776408,179.78923650678544,170.53526249755402,158.7578952944968,0.12330205821544823,1.1324743010309843,1.0741844503620444,31.79141775153378,227.4460271418212,179.8411892675852,179.52113332642702,107.79283930154125,196.61188807164152,6.37
7.63859467540682,171.86954171698005,157.33850842389742,148.802434799609,0.05133380166590454,1.1550183432713004,1.0573651475245274,32.63777816111782,243.7829164510379,171.9084008970157,171.1092404117072,105.74577655108965,195.95280317405553,6.37
13.229821633649154,171.31529931093885,156.6338644846397,148.90380584266438,0.08884810941385962,1.150509876772089,1.0519131032160662,32.789127548090725,235.45909596612117,171.42823625466553,170.5709293353431,105.81380993396498,194.82333835773758,6.48
17.00098121279762,170.11460193452382,149.06258370535716,146.3650957217262,0.11615461411045981,1.16226208916606,1.0184298583643159,34.261425781250004,229.6114722842262,170.2096400669643,168.2606863839286,103.24562406994049,193.00201357886905,6.48
17.78835030805985,172.49671193260406,156.35116937004904,150.03244148120206,0.11856335958039181,1.1497294200482406,1.0421157439448765,33.149440462718474,228.840487866214,172.50194895008173,171.43076197661262,105.25413680372186,193.98664026153654,6.53
16.843258669976677,162.24730591288647,144.92152354622732,140.49083559956364,0.11988866461001384,1.154860423603249,1.0315372026065268,33.678185887309105,228.72142763108403,162.30937805611975,161.66560407733394,105.37921744527195,190.73260832769125,6.53
27.592997987927564,165.14831209479095,141.35725463894477,142.3534801073105,0.19383437599928782,1.1601283788095451,0.9930017484109643,35.2532036664431,212.55708025933376,165.19055667337358,163.2765302928683,102.78066621953946,188.3980594679186,6.83
26.223726823446757,162.14068342259887,134.53676728887862,138.39257944631316,0.1894879546892163,1.1715995472538927,0.9721385917304162,36.14534159099549,213.77428094337535,162.14068342259887,159.7527802239578,101.32103827108809,187.32191408374118,6.83
48.85654636061613,153.74595665961945,126.02646858954999,133.5004369525823,0.36596544158105915,1.151651336648644,0.9440154014950005,38.03210132890366,174.28113485351858,153.74595665961945,152.18938387194203,103.0809083358502,176.78909694956207,6.99
52.31851499286054,156.90771061399334,129.5079644613676,136.7920182135491,0.3824676006401552,1.1470531151096928,0.9467508861459284,38.00551589190333,169.8274102279338,156.90771061399334,155.29362208472156,103.24556560368079,176.66337722777513,6.99
42.62295850066934,151.40850545037293,123.63991202906865,130.70414366513674,0.32610258026607875,1.158406315244914,0.9459525043508444,37.76256932491872,183.36785714285713,151.40850545037293,149.8547810288774,102.76580608146872,178.43134442532033,7.06
37.887755462838555,149.53019588430803,122.38908139452656,128.68776444381584,0.29441614458521487,1.1619612519540803,0.9510545305024765,37.3793520024515,190.29629564151523,149.53019588430803,148.0784067604837,102.85577399052401,179.51572260330482,7.06
51.97530277335252,143.349478390462,114.14070610000513,124.19939945526491,0.41848272214934,1.1541881765869142,0.9190117391921626,39.973983760727684,162.89920259691317,143.35113143875157,142.15236308820255,103.56338112612843,170.80085907120954,7.21
50.257612729634445,140.91829652996847,113.40161903878271,122.35549200686583,0.4107507714227842,1.151712066362015,0.9268208331214043,39.40848487660048,164.08309519391355,140.918407867879,140.0486546669141,104.25269066617184,170.905047318612,7.21
62.00692383778437,146.17295464179736,115.18857869557318,127.31369872221885,0.48704047137201656,1.1481321814451941,0.904761858713248,41.30309856880437,147.2234683784493,146.17295464179736,144.76631340963684,103.39471931205716,167.94356769413997,7.33
58.59305048913945,140.2402845713812,105.47024747139778,120.53625879311059,0.48610311184213073,1.1634696976292485,0.8750084707077873,43.20928328635384,148.23710309235616,140.2402845713812,138.3792436992207,102.10762104128669,166.45624170950092,7.33
